UIN,event_name,event_topic,event_keywords,event_type,event_role,event_start_date,event_end_date,event_other_participants,other_participants_role,event_sponsor,event_location,event_city,event_country,event_link,event_processed_timestamp,event_inserted_timestamp,event_updated_timestamp,event_processed_date,event_inserted_date,event_updated_date,event_delete_flag_timestamp,event_processed_date timestamp,event_inserted_date timestamp
MH038287,2025 Academy of Cardiology Interactive Scientific Meeting,Has GDMT for HF reduced the need for ICD/CRT,Heart Failure,Meeting,Speaker,2025-05-03,2025-05-04,,,Academy of Cardiology,Aurika by Lemon Tree Hotels,Mumbai,India,https://acadcard.org/scientific-program/,15:35,15:35,,2025-04-21,2025-04-21,,,2025-04-21 15:35:58,2025-04-21 15:35:58
MH038287,2025 Academy of Cardiology Interactive Scientific Meeting,"RAAS blockage and SGLT2i prior to cardiac, non-cardiac surgery",Cardiac Disease,Meeting,Speaker,2025-05-03,2025-05-04,,,Academy of Cardiology,Aurika by Lemon Tree Hotels,Mumbai,India,https://acadcard.org/scientific-program/,15:35,15:35,,2025-04-21,2025-04-21,,,2025-04-21 15:35:58,2025-04-21 15:35:58
MH038287,2024 Cardiological Society of India Maharashtra Interventional Council Mid-Term Meeting,Coronary Physiology,Coronary Syndrome,Meeting,Chair,2024-08-30,2024-09-01,,,Cardiological Society of India - Maharashtra State Chapter,Radisson Blu Hotel,Nashik,India,https://csimic.com/Brochure/CSIMIC%20Brochure.pdf,15:35,15:35,,2025-04-21,2025-04-21,,,2025-04-21 15:35:58,2025-04-21 15:35:58
MH038287,2024 Cardiological Society of India Maharashtra Interventional Council Mid-Term Meeting,Aorto - Ostial Stenting in Ostial LMCA Stenosis,Cardiology,Meeting,Speaker,2024-08-30,2024-09-01,,,Cardiological Society of India - Maharashtra State Chapter,Radisson Blu Hotel,Nashik,India,https://csimic.com/Brochure/CSIMIC%20Brochure.pdf,15:35,15:35,,2025-04-21,2025-04-21,,,2025-04-21 15:35:58,2025-04-21 15:35:58
MH038287,2024 Cardiological Society of India Maharashtra Interventional Council Mid-Term Meeting,Balloon Assisted DK T Stenting,Cardiology,Meeting,Speaker,2024-08-30,2024-09-01,,,Cardiological Society of India - Maharashtra State Chapter,Radisson Blu Hotel,Nashik,India,https://csimic.com/Brochure/CSIMIC%20Brochure.pdf,15:35,15:35,,2025-04-21,2025-04-21,,,2025-04-21 15:35:58,2025-04-21 15:35:58
MH038287,2024 Cardiological Society of India Maharashtra Interventional Council Mid-Term Meeting,LM Bifurcation,Bifurcation,Meeting,Chair,2024-08-30,2024-09-01,,,Cardiological Society of India - Maharashtra State Chapter,Radisson Blu Hotel,Nashik,India,https://csimic.com/Brochure/CSIMIC%20Brochure.pdf,15:35,15:35,,2025-04-21,2025-04-21,,,2025-04-21 15:35:58,2025-04-21 15:35:58
MH038287,2024 Cardiological Society of India Maharashtra Interventional Council Mid-Term Meeting,Modified DK Crush,Cardiology,Meeting,Speaker,2024-08-30,2024-09-01,,,Cardiological Society of India - Maharashtra State Chapter,Radisson Blu Hotel,Nashik,India,https://csimic.com/Brochure/CSIMIC%20Brochure.pdf,15:35,15:35,,2025-04-21,2025-04-21,,,2025-04-21 15:35:58,2025-04-21 15:35:58
MH038287,2024 Cardiological Society of India Maharashtra Interventional Council Mid-Term Meeting,Iatrogenic LM Dissections,Cardiology,Meeting,Speaker,2024-08-30,2024-09-01,,,Cardiological Society of India - Maharashtra State Chapter,Radisson Blu Hotel,Nashik,India,https://csimic.com/Brochure/CSIMIC%20Brochure.pdf,15:35,15:35,,2025-04-21,2025-04-21,,,2025-04-21 15:35:58,2025-04-21 15:35:58
MH038287,2024 Cardiological Society of India Maharashtra Interventional Council Mid-Term Meeting,LAD CTO - Retrograde,Chronic Total Occlusion,Meeting,Speaker,2024-08-30,2024-09-01,,,Cardiological Society of India - Maharashtra State Chapter,Radisson Blu Hotel,Nashik,India,https://csimic.com/Brochure/CSIMIC%20Brochure.pdf,15:35,15:35,,2025-04-21,2025-04-21,,,2025-04-21 15:35:58,2025-04-21 15:35:58
MH038287,2024 Cardiological Society of India Maharashtra Interventional Council Mid-Term Meeting,Metal-Less PCI: The Role of Drug-Coated Balloons,Percutaneous Coronary Intervention,Meeting,Speaker,2024-08-30,2024-09-01,,,Cardiological Society of India - Maharashtra State Chapter,Radisson Blu Hotel,Nashik,India,https://csimic.com/Brochure/CSIMIC%20Brochure.pdf,15:35,15:35,,2025-04-21,2025-04-21,,,2025-04-21 15:35:58,2025-04-21 15:35:58
MH038287,2024 Cardiological Society of India Maharashtra Interventional Council Mid-Term Meeting,Industry Sponsored Symposium,Cardiology,Meeting,Chair,2024-08-30,2024-09-01,,,Cardiological Society of India - Maharashtra State Chapter,Radisson Blu Hotel,Nashik,India,https://csimic.com/Brochure/CSIMIC%20Brochure.pdf,15:35,15:35,,2025-04-21,2025-04-21,,,2025-04-21 15:35:58,2025-04-21 15:35:58
MH038287,2024 Cardiological Society of India Maharashtra Interventional Council Mid-Term Meeting,RCA - CTO Retrograde,Chronic Total Occlusion,Meeting,Speaker,2024-08-30,2024-09-01,,,Cardiological Society of India - Maharashtra State Chapter,Radisson Blu Hotel,Nashik,India,https://csimic.com/Brochure/CSIMIC%20Brochure.pdf,15:35,15:35,,2025-04-21,2025-04-21,,,2025-04-21 15:35:58,2025-04-21 15:35:58
MH038287,2024 Cardiological Society of India Maharashtra Interventional Council Mid-Term Meeting,IVUS Guided Management of Complications,Intra Vascular Ultra Sound,Meeting,Speaker,2024-08-30,2024-09-01,,,Cardiological Society of India - Maharashtra State Chapter,Radisson Blu Hotel,Nashik,India,https://csimic.com/Brochure/CSIMIC%20Brochure.pdf,15:35,15:35,,2025-04-21,2025-04-21,,,2025-04-21 15:35:58,2025-04-21 15:35:58
MH038287,2024 Cardiological Society of India Maharashtra Interventional Council Mid-Term Meeting,BMV Revisited,Cardiology,Meeting,Chair,2024-08-30,2024-09-01,,,Cardiological Society of India - Maharashtra State Chapter,Radisson Blu Hotel,Nashik,India,https://csimic.com/Brochure/CSIMIC%20Brochure.pdf,15:35,15:35,,2025-04-21,2025-04-21,,,2025-04-21 15:35:58,2025-04-21 15:35:58
MH038287,"2025 Annual Conference of the Cardiological Society of India, Maharashtra State",No One Can Whistle Symphony,Cardiology,Conference,Chair,2025-02-28,2025-03-02,,,Cardiological Society of India - Maharashtra State Chapter,Rama International - Chh. Sambhaji Nagar,Aurangabad,India,https://www.csimaharashtra.com/Brochure/CSI_PUNE_2024_PARTNERSHIP_BROCHURE_V6.pdf,15:35,15:35,,2025-04-21,2025-04-21,,,2025-04-21 15:35:58,2025-04-21 15:35:58
MH038287,"2025 Annual Conference of the Cardiological Society of India, Maharashtra State",Acute Coronary Syndrome,Coronary Syndrome,Conference,Speaker,2025-02-28,2025-03-02,,,Cardiological Society of India - Maharashtra State Chapter,Rama International - Chh. Sambhaji Nagar,Aurangabad,India,https://www.csimaharashtra.com/Brochure/CSI_PUNE_2024_PARTNERSHIP_BROCHURE_V6.pdf,15:35,15:35,,2025-04-21,2025-04-21,,,2025-04-21 15:35:58,2025-04-21 15:35:58
MH038287,"2025 Annual Conference of the Cardiological Society of India, Maharashtra State",LM & Bifurcation,Bifurcation,Conference,Chair,2025-02-28,2025-03-02,,,Cardiological Society of India - Maharashtra State Chapter,Rama International - Chh. Sambhaji Nagar,Aurangabad,India,https://www.csimaharashtra.com/Brochure/CSI_PUNE_2024_PARTNERSHIP_BROCHURE_V6.pdf,15:35,15:35,,2025-04-21,2025-04-21,,,2025-04-21 15:35:58,2025-04-21 15:35:58
MH038287,"2025 Annual Conference of the Cardiological Society of India, Maharashtra State",Rotablation - Debulking Strategy in Severely Calcified Arteries,Cardiology,Conference,Speaker,2025-02-28,2025-03-02,,,Cardiological Society of India - Maharashtra State Chapter,Rama International - Chh. Sambhaji Nagar,Aurangabad,India,https://www.csimaharashtra.com/Brochure/CSI_PUNE_2024_PARTNERSHIP_BROCHURE_V6.pdf,15:35,15:35,,2025-04-21,2025-04-21,,,2025-04-21 15:35:58,2025-04-21 15:35:58
MH038287,"2025 Annual Conference of the Cardiological Society of India, Maharashtra State",Bifurcation PCI & Miscellaneous,Percutaneous Coronary Intervention,Conference,Speaker,2025-02-28,2025-03-02,,,Cardiological Society of India - Maharashtra State Chapter,Rama International - Chh. Sambhaji Nagar,Aurangabad,India,https://www.csimaharashtra.com/Brochure/CSI_PUNE_2024_PARTNERSHIP_BROCHURE_V6.pdf,15:35,15:35,,2025-04-21,2025-04-21,,,2025-04-21 15:35:58,2025-04-21 15:35:58
MH038287,"2025 Annual Conference of the Cardiological Society of India, Maharashtra State",My Best Managed Case 3,Cardiology,Conference,Speaker,2025-02-28,2025-03-02,,,Cardiological Society of India - Maharashtra State Chapter,Rama International - Chh. Sambhaji Nagar,Aurangabad,India,https://www.csimaharashtra.com/Brochure/CSI_PUNE_2024_PARTNERSHIP_BROCHURE_V6.pdf,15:35,15:35,,2025-04-21,2025-04-21,,,2025-04-21 15:35:58,2025-04-21 15:35:58
MH038287,2024 Coronary Intervention Imaging Structural Programme Conference,Nightmare Sessions,Coronary Intervention,Conference,Chair,2024-10-18,2024-10-20,,,,Aurika Hotels & Resorts,Mumbai,India,https://crispcon.in/conference-schedule/,15:35,15:35,,2025-04-21,2025-04-21,,,2025-04-21 15:35:58,2025-04-21 15:35:58
MH038287,2024 Coronary Intervention Imaging Structural Programme Conference,LM Ostial Stent – Tips and Tricks,Coronary Intervention,Conference,Speaker,2024-10-18,2024-10-20,,,,Aurika Hotels & Resorts,Mumbai,India,https://crispcon.in/conference-schedule/,15:35,15:35,,2025-04-21,2025-04-21,,,2025-04-21 15:35:58,2025-04-21 15:35:58
MH038590,2024 Coronary Intervention Imaging Structural Programme Conference,PCI in Tortuous & Anomalous Anatomy,Percutaneous Coronary Intervention,Conference,Chair,2024-10-18,2024-10-20,"Bhaskar Shah, Hasmukh Ravat, Manoj Mashru, Susheel Malani",Chair,,Aurika Hotels & Resorts,Mumbai,India,https://crispcon.in/CRISP-2024_Brochure.pdf,14:45,14:45,,2025-04-29,2025-04-29,,,2025-04-29 14:45:53,2025-04-29 14:45:53
MH038627,2021 European Congress on Obesity Virtual Congress,Diabesity As The Risk Factor For The Need of Intensive Care Unit for the Management of COVID-19,Chronic Total Occlusion,Congress,Poster Co-Author,2021-05-10,2021-05-13,"Sonali Patange, Dakshata Padhye, Alka Gandhi, Ami Sanghvi, Shefali Karkhanis, Amit Rajput, Bensley Gonsalves",Poster Co-Author,European Association for the Study of Obesity,,,,https://eco2021.com/docs/scientific-programme.pdf?p=1235,12:45,12:45,,2025-04-24,2025-04-24,,,2025-04-24 12:45:39,2025-04-24 12:45:39
MH039506,2024 Coronary Intervention Imaging Structural Programme Conference,Hypertrophic Cardiomyopathy Refresher,Coronary Intervention,Conference,Moderator,2024-10-18,2024-10-20,,,,Aurika Hotels & Resorts,Mumbai,India,https://crispcon.in/CRISP-2024_Brochure.pdf,10:46,10:46,,2025-04-26,2025-04-26,,,2025-04-26 10:46:31,2025-04-26 10:46:31
MH039506,2024 Coronary Intervention Imaging Structural Programme Conference,Structural+ - II,Coronary Intervention,Conference,Moderator,2024-10-18,2024-10-20,,,,Aurika Hotels & Resorts,Mumbai,India,https://crispcon.in/CRISP-2024_Brochure.pdf,10:46,10:46,,2025-04-26,2025-04-26,,,2025-04-26 10:46:31,2025-04-26 10:46:31
MH039554,2025 Cardiovascular Summit Transcatheter Cardiovascular Therapeutics Asia Pacific,TCTAP C-184 Strategic Cardiac Rescue: Staged Coronary Intervention in a High-Risk Post Cardiac Arrest Patient With Multivessel Disease and End-Stage Renal Disease,Cardiac Disease,Summit,Author,2025-04-23,2025-04-26,"Baburaj Hegde, Ashish Goel",Co-Author,CardioVascular Research Foundation,COEX Convention & Exhibition Center,Seoul,South Korea,https://www.sciencedirect.com/journal/journal-of-the-american-college-of-cardiology/vol/85/issue/15/suppl/S?page=3,14:34,14:34,,2025-04-15,2025-04-15,,,2025-04-15 14:34:48,2025-04-15 14:34:48
MH039554,2024 Transcatheter Cardiovascular Therapeutics Asia Pacific Cardiovascular Summit,Coronary Intervention,Coronary Intervention,Summit,Moderator,2024-04-25,2024-04-27,Junghan Yoon,Moderator,CardioVascular Research Foundation,Songdo Convensia Convention Center,Incheon,South Korea,https://www.summit-tctap.com/2024/TCTAP2024_Programbook.pdf,14:34,14:34,,2025-04-15,2025-04-15,,,2025-04-15 14:34:48,2025-04-15 14:34:48
MH039554,2024 Transcatheter Cardiovascular Therapeutics Asia Pacific Cardiovascular Summit,Successful Staged PTCA of Complex CTO of LAD and RCA in A Patient With Multivessel Coronary Artery Disease and Severe LV Dysfunction,Coronary Syndrome,Summit,Speaker,2024-04-25,2024-04-27,,,CardioVascular Research Foundation,Songdo Convensia Convention Center,Incheon,South Korea,https://www.summit-tctap.com/2024/TCTAP2024_Programbook.pdf,14:34,14:34,,2025-04-15,2025-04-15,,,2025-04-15 14:34:48,2025-04-15 14:34:48
MH039554,2025 India Live Cardiology Conference of Interventional Cardiology Foundation of India,Session 35 - Live in Box 19 & 20 - Complex Coronary,Coronary Syndrome,Conference,Chair,2025-03-20,2025-03-23,"Ajit Bhagwat, Amal Kumar Banerjee, Nikesh Jain",Chair,Interventional Cardiology Foundation of India,Jio World Convention Centre,Mumbai,India,https://indialiveintcardiology.com/Brochure/Scientific_Agenda_India_Live_2025.pdf,14:34,14:34,,2025-04-15,2025-04-15,,,2025-04-15 14:34:48,2025-04-15 14:34:48
MH039554,2025 Cardiovascular Summit Transcatheter Cardiovascular Therapeutics Asia Pacific,Coronary Intervention,Coronary Intervention,Summit,Moderator,2025-04-23,2025-04-26,,,CardioVascular Research Foundation,COEX Convention & Exhibition Center,Seoul,South Korea,https://www.summit-tctap.com/2025/TCTAP2025_Programbook.pdf?v=2025042311,14:34,14:34,,2025-04-15,2025-04-15,,,2025-04-15 14:34:48,2025-04-15 14:34:48
MH039554,2025 Cardiovascular Summit Transcatheter Cardiovascular Therapeutics Asia Pacific,Strategic Cardiac Rescue: Staged Coronary Intervention in a High-Risk Post Cardiac Arrest Patient With Multivessel Disease and End-Stage R,Cardiac Disease,Summit,Author,2025-04-23,2025-04-26,,,CardioVascular Research Foundation,COEX Convention & Exhibition Center,Seoul,South Korea,https://www.summit-tctap.com/2025/TCTAP2025_Programbook.pdf?v=2025042311,14:34,14:34,,2025-04-15,2025-04-15,,,2025-04-15 14:34:48,2025-04-15 14:34:48
MH040911,2024 World Congress on Prevention of Diabetes and Its Complications,Diabetes in 2024,Diabetes,Congress,Chair,2024-08-30,2024-09-01,,,Diabetes Research & Solutions,The Westin Mumbai Powai Lake,Mumbai,India,https://links.medtalks.in/assets/pdf/DRS-WCPD-Scientific-Agenda.pdf,9:12,9:12,,2025-04-26,2025-04-26,,,2025-04-26 09:12:57,2025-04-26 09:12:57
MH041172,2022 Webinar on Prediabetes,Discussion on Prediabetes,Diabetes,Webinar,Speaker,2022-09-08,2022-09-08,,,Sinsan Pharma,,,,https://www.facebook.com/Sinsanpharmaceutical/videos/live-session-of-dr-sudhanwa-kulkarni-consulting-physician-diabetologist-on-the-t/718461726283176/,17:32,17:32,,2025-04-29,2025-04-29,,,2025-04-29 17:32:54,2025-04-29 17:32:54
MH041261,2023 Platinum Jubilee Annual Conference of Cardiological Society of India,Session 103 - Highlight Session : Summing up by Masters,Cardiology,Conference,Panellist,2023-12-07,2023-12-10,"Sandeep Seth, Rajeeve Kumar Rajput, J C Barkataki, Bhaskar Naidu",Panellist,Cardiological Society of India,ITC Royal Bengal,Kolkata,India,https://csi.org.in/frontend/assets/assets/csicon.pdf,18:01,18:01,,2025-04-16,2025-04-16,,,2025-04-16 18:01:56,2025-04-16 18:01:56
MH041261,2023 Platinum Jubilee Annual Conference of Cardiological Society of India,Session 109 - Advances in HCM,Cardiology,Conference,Panellist,2023-12-07,2023-12-10,"A K Chauhan, M U Rabbani, G Subramanyam, S Kumaran, Bavinder Chugh",Panellist,Cardiological Society of India,ITC Royal Bengal,Kolkata,India,https://csi.org.in/frontend/assets/assets/csicon.pdf,18:01,18:01,,2025-04-16,2025-04-16,,,2025-04-16 18:01:56,2025-04-16 18:01:56
MH041695,2024 European Congress on Obesity,Overcoming Obesity and Type-2-Diabetes in Indian Population: A Holistic Lifestyle Intervention Approach,Diabetes,Congress,Co-Author,2024-05-12,2024-05-15,"Pramod Tripathi, Diptika Tiwari, Nidhi Kadam, Thejas Kathrikolly, Anagha Vyawahare, Baby Sharma, Malhar Ganla, Nishikant Bhanagay, Pournima Kulkarni, Banshi Saboo",Co-Author,European Association for the Study of Obesity,Venice Convention Center,Venice,Italy,https://easo.org/wp-content/uploads/2024/04/ECO2024-Scientific-Programme-book.pdf,11:30,11:30,,2025-04-24,2025-04-24,,,2025-04-24 11:30:47,2025-04-24 11:30:47
MH041695,2024 Annual Conference of the Diabetic Foot Society of India,Discussion on Diabetology,Diabetes,Conference,Speaker,2024-09-27,2024-09-29,,,Diabetic Foot Society of India,The Westin Mumbai Powai Lake,Mumbai,India,https://iadfs.org/wp-content/uploads/2024/12/International-Congress-2024-Brochure.pdf,11:30,11:30,,2025-04-24,2025-04-24,,,2025-04-24 11:30:47,2025-04-24 11:30:47
MH042898,2023 World Heart Day,Basic cardiac awareness and cardiac emergency,Cardiac Disease,Meeting,Speaker,2023-09-29,2023-09-29,,,,Damu Anna Date Hall,Aurangabad,India,https://dhcn.org/event-details/49,18:12,18:12,,2025-04-18,2025-04-18,,,2025-04-18 18:12:52,2025-04-18 18:12:52
MH042898,"2025 Annual Conference of the Cardiological Society of India, Maharashtra State",Session 1 - Complex PCI - Tips & Tricks,Percutaneous Coronary Intervention,Conference,Panellist,2025-02-28,2025-03-02,,,Cardiological Society of India - Maharashtra State Chapter,Rama International - Chh. Sambhaji Nagar,Aurangabad,India,https://www.csimaharashtra.com/Brochure/CSI_PUNE_2024_PARTNERSHIP_BROCHURE_V6.pdf,18:12,18:12,,2025-04-18,2025-04-18,,,2025-04-18 18:12:52,2025-04-18 18:12:52
MH042898,"2025 Annual Conference of the Cardiological Society of India, Maharashtra State",Session 2 - Complications,Cardiology,Conference,Panellist,2025-02-28,2025-03-02,,,Cardiological Society of India - Maharashtra State Chapter,Rama International - Chh. Sambhaji Nagar,Aurangabad,India,https://www.csimaharashtra.com/Brochure/CSI_PUNE_2024_PARTNERSHIP_BROCHURE_V6.pdf,18:12,18:12,,2025-04-18,2025-04-18,,,2025-04-18 18:12:52,2025-04-18 18:12:52
MH042898,"2025 Annual Conference of the Cardiological Society of India, Maharashtra State",Will Artificial Intelligence Replace Clinical Cardiology - Against,Cardiology,Conference,Speaker,2025-02-28,2025-03-02,,,Cardiological Society of India - Maharashtra State Chapter,Rama International - Chh. Sambhaji Nagar,Aurangabad,India,https://www.csimaharashtra.com/Brochure/CSI_PUNE_2024_PARTNERSHIP_BROCHURE_V6.pdf,18:12,18:12,,2025-04-18,2025-04-18,,,2025-04-18 18:12:52,2025-04-18 18:12:52
MH042898,"2025 Annual Conference of the Cardiological Society of India, Maharashtra State",Rebuttal,Cardiology,Conference,Speaker,2025-02-28,2025-03-02,,,Cardiological Society of India - Maharashtra State Chapter,Rama International - Chh. Sambhaji Nagar,Aurangabad,India,https://www.csimaharashtra.com/Brochure/CSI_PUNE_2024_PARTNERSHIP_BROCHURE_V6.pdf,18:12,18:12,,2025-04-18,2025-04-18,,,2025-04-18 18:12:52,2025-04-18 18:12:52
MH042898,"2025 Annual Conference of the Cardiological Society of India, Maharashtra State",Closing Remarks,Cardiology,Conference,Speaker,2025-02-28,2025-03-02,,,Cardiological Society of India - Maharashtra State Chapter,Rama International - Chh. Sambhaji Nagar,Aurangabad,India,https://www.csimaharashtra.com/Brochure/CSI_PUNE_2024_PARTNERSHIP_BROCHURE_V6.pdf,18:12,18:12,,2025-04-18,2025-04-18,,,2025-04-18 18:12:52,2025-04-18 18:12:52
MH042898,"2025 Annual Conference of the Cardiological Society of India, Maharashtra State",Session 7 - Potpourri (6 mins talk + 2 mins discussion),Cardiology,Conference,Panellist,2025-02-28,2025-03-02,,,Cardiological Society of India - Maharashtra State Chapter,Rama International - Chh. Sambhaji Nagar,Aurangabad,India,https://www.csimaharashtra.com/Brochure/CSI_PUNE_2024_PARTNERSHIP_BROCHURE_V6.pdf,18:12,18:12,,2025-04-18,2025-04-18,,,2025-04-18 18:12:52,2025-04-18 18:12:52
MH042898,"2025 Annual Conference of the Cardiological Society of India, Maharashtra State",Optimizing challenges to drug therapy in HFrEF,Heart Failure,Conference,Speaker,2025-02-28,2025-03-02,,,Cardiological Society of India - Maharashtra State Chapter,Rama International - Chh. Sambhaji Nagar,Aurangabad,India,https://www.csimaharashtra.com/Brochure/CSI_PUNE_2024_PARTNERSHIP_BROCHURE_V6.pdf,18:12,18:12,,2025-04-18,2025-04-18,,,2025-04-18 18:12:52,2025-04-18 18:12:52
MH043210,2023 Platinum Jubilee Annual Conference of Cardiological Society of India,Session 19 - Cardiac Multimodality Symposium,Cardiac Disease,Conference,Panellist,2023-12-07,2023-12-10,"Bijaya Kumar Mishra, Mahendra Prasad Tripathy, Sunitha Viswanathan, Shireesh Prabhakar Sathe",Panellist,Cardiological Society of India,ITC Royal Bengal,Kolkata,India,https://csi.org.in/frontend/assets/assets/csicon.pdf,15:22,15:22,,2025-04-15,2025-04-15,,,2025-04-15 15:22:52,2025-04-15 15:22:52
